jockey,raceDist,track,surface,trackCondition,raceType,purse,claimPrice,adamSpeedInMPH
VELAZQUEZ J R,1210,KEE,T,TF,G1,1000000,NA,38.53939582684522
CARMOUCHE K,1100,PRX,T,FM,G3,300000,NA,40.315355671026694
ROSARIO JOEL,1210,SAR,T,TF,AO,90000,NA,40.36861849616702
VELAZQUEZ J R,1430,AQU,D,FT,AO,69000,NA,37.08634461772537
CASTELLANO J J,1100,CD,T,TF,G3,150000,NA,38.779731127197515
ALBARADO R J,1210,KEE,T,FM,G2,200000,NA,39.714377406931966
ALBARADO R J,1210,FG,T,FM,N,50000,NA,40.113452188006484
ALBARADO R J,1210,FG,T,FM,N,75000,NA,39.22345483359746
LEPAROUX JULIEN R,1430,SA,T,FM,G1,1000000,NA,40.79497907949791
VELAZQUEZ J R,1320,BEL,T,FM,N,150000,NA,40.15466983938132
VELAZQUEZ J R,1320,BEL,t,FM,AO,90000,NA,39.700044111160125
VELAZQUEZ J R,1210,SAR,T,FM,N,100000,NA,40.6003937007874
LEPAROUX JULIEN R,1320,WO,T,FM,G2,200000,NA,39.65922444183314
GEROUX FLORENT,1320,BEL,T,FM,G3,300000,NA,40.17857142857143
ROSARIO JOEL,1100,CD,T,TF,G3,150000,NA,38.213315217391305
ROSARIO JOEL,1210,KEE,T,FM,G2,200000,NA,39.73350457537325
LEPAROUX JULIEN R,1210,KEE,T,FM,G3,150000,NA,38.762725137039936
GEROUX FLORENT,1760,IND,T,FM,N,200000,NA,37.42592785112797
LEPAROUX JULIEN R,1210,SAR,T,FM,N,100000,NA,40.02263906856403
HUSBANDS P,1540,WO,T,FM,AO,62300,NA,39.04797322424693
HUSBANDS P,1320,PID,D,FT,N,100000,NA,39.43332846502118
HUSBANDS P,1100,WO,D,FT,AO,58600,NA,39.57087583538515
BRIDGMOHAN S X,1430,SAR,D,FT,G2,200000,NA,36.66792027077849
HUSBANDS P,1100,WO,D,FT,S,55900,NA,39.411455596426684
ROSARIO JOEL,1210,KEE,T,FM,A,77000,NA,39.51149425287356
VELAZQUEZ J R,1430,SA,T,FM,G1,1000000,NA,40.585541834327735
BRAVO J,1210,KEE,T,FM,G3,150000,NA,38.762725137039936
PRADO E S,1430,KD,T,FM,N,350000,NA,37.5626043405676
VELAZQUEZ J R,1210,SAR,T,FM,N,100000,NA,39.91935483870968
*VELAZQUEZ JOHN R,1320,ASC,T,SF,G1,847674,NA,36.383236760544406
BRAVO J,1210,KEE,T,FM,G2,200000,NA,39.31067344345616
DETTORI LANFRANCO,1210,KEE,T,TF,G1,1000000,NA,38.86620603015075
VALDIVIA J JR,1760,KD,T,FM,N,300000,NA,37.220843672456574
*DETTORI L,1320,ASC,T,TF,G1,819783,NA,37.144036318613296
GEROUX FLORENT,1210,KEE,T,FM,G2,200000,NA,39.581001119462655
GEROUX FLORENT,1210,FG,T,FM,N,50000,NA,40.2046783625731
GEROUX FLORENT,1100,HOU,T,FM,N,75000,NA,39.021852237252865
ROCCO J S JR,1210,FG,T,FM,N,75000,NA,39.1180654338549
ROCCO J S JR,1100,CD,T,FM,A,70000,NA,40.099803956513995
BRIDGMOHAN S X,1210,KEE,T,FM,G3,150000,NA,38.9579726113647
ROCCO J S JR,1430,KD,T,FM,N,350000,NA,37.71760154738878
SANJUR SANTO,1320,AP,D,FT,AO,28500,NA,38.325053229240595
ROCCO J S JR,1100,CD,T,FM,N,67000,NA,39.048941339812565
BRIDGMOHAN S X,1100,CD,T,TF,A,68000,NA,38.435257943286636
LEZCANO JOSE,1210,KEE,T,YL,A,74000,NA,38.89674681753889
PRADO E S,1100,GP,T,FM,N,75000,NA,41.25412541254125
LEZCANO JOSE,1100,GP,T,FM,AO,48000,NA,41.058394160583944
VELAZQUEZ J R,1210,SAR,T,FM,A,85000,NA,39.524113701692755
VELAZQUEZ J R,1320,BEL,t,FM,A,77000,NA,39.80539584254755
LEZCANO JOSE,1650,GP,T,FM,AO,44000,NA,37.185985015425295
ALVARADO JUNIOR,1760,BEL,T,FM,A,77000,NA,37.64509045278678
PRADO E S,1650,GP,T,FM,AO,44000,NA,38.00675675675676
VELAZQUEZ J R,1760,GP,T,FM,S,45000,NA,37.37153534724385
LEZCANO JOSE,1430,GP,D,FT,S,45000,NA,36.357986326911124
ROSARIO JOEL,1980,KEE,D,FT,G3,200000,NA,36.04485582057672
PRAT FLAVIEN,1760,SA,T,FM,G1,400000,NA,38.15175922000848
PRAT FLAVIEN,1760,SA,T,TF,G2,200000,NA,38.03486529318541
PRAT FLAVIEN,1760,SA,T,TF,G2,200000,NA,38.445108927808626
CASTELLANO J J,1320,WO,T,FM,G2,300000,NA,39.50256035113387
CASTELLANO J J,1320,BEL,t,FM,N,100000,NA,39.84651711924439
HUSBANDS P,1540,WO,T,FM,G2,200000,NA,38.90810276679843
HUSBANDS P,1760,WO,T,FM,N,100000,NA,38.40819374799957
HUSBANDS P,1540,WO,D,FT,N,150000,NA,37.62092439985668
HUSBANDS P,1870,WO,T,TF,N,250000,NA,37.07473102646118
ARROYO N JR,1430,SA,T,FM,G3,150000,NA,40.38381885958856
ARROYO N JR,1430,SA,T,FM,N,75000,NA,40.692821368948245
ARROYO N JR,1430,SA,T,FM,N,75000,NA,40.68716094032549
ARROYO N JR,1430,SA,T,FM,N,75000,NA,40.67584480600751
ARROYO N JR,1430,SA,T,TF,G3,100000,NA,40.484429065743946
ESPINOZA V,1870,DMR,T,FM,AO,55000,NA,37.984111221449844
GUTIERREZ MARIO,1430,SA,T,FM,C,36000,40000,40.88050314465409
GUTIERREZ MARIO,1320,SA,D,SY,AO,60000,NA,38.77638948728996
BEJARANO R,1430,SA,T,FM,AO,60000,NA,39.261744966442954
GUTIERREZ MARIO,1430,SA,D,FT,AO,60000,NA,38.81369426751592
GAFFALIONE TYLER,1430,KEE,D,FT,S,70000,NA,38.16544885177453
JUAREZ NIK,1540,GP,D,FT,S,46000,NA,37.19886632026452
JUAREZ NIK,1320,GP,D,FT,S,46000,NA,37.113402061855666
RITVO MICHAEL,1540,GP,D,FT,N,75000,NA,37.90157622428108
PANICI LUCA,1540,GP,D,FT,AO,46000,NA,37.92895845875979
PANICI LUCA,1540,GP,D,FT,S,42000,NA,37.17691490617255
GEROUX FLORENT,1430,KEE,D,FT,S,60000,NA,37.86407766990291
SAEZ LUIS,1320,SAR,D,FT,S,83000,NA,37.77280358142137
KARAMANOS H A,1320,PIM,D,GD,N,200000,NA,38.37953091684435
KARAMANOS H A,1320,OP,D,FT,N,150000,NA,39.07946157186278
KARAMANOS H A,1320,LRL,D,FT,AO,42000,NA,39.028620988725066
PRADO E S,1760,GP,D,FT,N,100000,NA,35.601265822784804
ROSARIO JOEL,1320,GP,D,SY,N,75000,NA,37.85754346606843
STEVENS G L,1870,CD,D,MY,G3,150000,NA,35.88516746411483
ORTIZ IRAD JR,1430,SAR,D,FT,G2,200000,NA,37.918071039668135
PRADO E S,1320,CD,D,FT,G3,100000,NA,38.848920863309345
PRADO E S,990,PIM,D,FT,S,40000,NA,39.10776361529548
ROSARIO JOEL,1430,AQU,D,FT,N,100000,NA,38.2203057624461
ORTIZ JOSE L,1320,AQU,d,GD,N,150000,NA,37.65690376569037
ORTIZ JOSE L,1320,AQU,D,FT,N,100000,NA,38.18953323903819
ORTIZ JOSE L,1760,BEL,D,SY,N,250000,NA,35.82089552238806
CANCEL ERIC,1320,FL,D,GD,N,219613,NA,38.05496828752642
ORTIZ JOSE L,1430,SAR,D,MY,N,200000,NA,37.17117804041174
ORTIZ JOSE L,1320,SAR,D,FT,S,73000,NA,38.13559322033898
ROSARIO JOEL,1320,BEL,D,SY,S,75000,NA,37.69896676905891
ROSARIO JOEL,1320,AQU,D,GD,S,60000,NA,37.996059667886286
MARAGH RAJIV,1320,AQU,d,FT,S,60000,NA,36.90541279387644
VASQUEZ MIGUEL ANGEL,1320,GP,D,FT,N,200000,NA,38.30330543339481
REYES LEONEL,1100,GP,D,FT,S,40000,NA,38.10975609756097
GEROUX FLORENT,1430,CD,D,WF,AO,67000,NA,37.46637632893557
CONTRERAS LUIS,1320,OP,D,FT,S,80000,NA,38.58796627125911
CONTRERAS LUIS,1870,OP,D,FT,S,72000,NA,35.85825442954907
SANTANA RICARDO JR,1870,OP,D,FT,S,72000,NA,35.902008635254354
GEROUX FLORENT,1760,CD,D,FT,S,58000,NA,36.596523330283624
LANERIE C J,1760,CD,D,WF,G3,250000,NA,37.62935089369708
LANERIE C J,1980,KEE,D,FT,G2,1000000,NA,35.94568208041182
ALBARADO R J,1870,TAM,D,FT,G2,350000,NA,37.04959318093762
ALBARADO R J,1870,TAM,D,FT,G3,250000,NA,37.15034965034965
LANERIE C J,1870,CD,D,FT,G2,200000,NA,36.65899942495687
HERNANDEZ B J JR,1870,KEE,D,FT,G1,500000,NA,36.77884615384615
TORRES F C,1320,CD,D,FT,S,43000,NA,37.741123846798985
ROCCO J S JR,1210,ELP,D,FT,S,38000,NA,38.55740769590278
SMITH M E,1540,SA,D,FT,G3,100000,NA,38.40526700804681
GARCIA MARTIN,1980,SA,D,FT,G1,1000000,NA,35.88198812793479
SMITH M E,1870,OP,D,FT,G2,900000,NA,36.42163397448105
SMITH M E,1760,SA,D,SY,G3,100000,NA,37.53518923991242
CASTELLANO J J,1320,DMR,D,FT,S,52000,NA,38.36862299275259
LEZCANO JOSE,1320,CD,D,FT,N,100000,NA,38.18953323903819
ZAYAS EDGARD J,1540,TAM,D,FT,N,100000,NA,37.48215135649691
GONZALES JONATHAN J,1210,GPW,D,FT,S,34000,NA,38.35425383542538
FRANCO MANUEL,1540,AQU,D,FT,G3,250000,NA,37.43760399334443
FRANCO MANUEL,1320,AQU,d,FT,S,55000,NA,38.01210756018584
SANTANA RICARDO JR,1980,OP,D,FT,G1,1000000,NA,36.668175645088276
ORTIZ JOSE L,1870,OP,D,FT,G2,900000,NA,37.031658437409234
ORTIZ JOSE L,1870,OP,D,FT,G3,500000,NA,37.36811254396249
ORTIZ JOSE L,1760,OP,D,SY,N,150000,NA,37.07899886703059
ORTIZ IRAD JR,1320,AQU,D,FT,N,100000,NA,37.95333145909474
GILLIGAN JACK,1320,CD,D,FT,S,58000,NA,38.14098036445825
LOPEZ PASCACIO,1870,KEE,T,FM,G1,350000,NA,37.50735438321239
LOPEZ PASCACIO,1980,TAM,T,FM,G2,200000,NA,37.93911007025761
LOPEZ PASCACIO,1980,GP,T,FM,G3,150000,NA,38.43234010248624
VELAZQUEZ J R,1870,GP,T,FM,G3,150000,NA,38.33817780896061
VELAZQUEZ J R,1760,BEL,T,FM,AO,90000,NA,38.48209513629076
SILVERA RUBEN,1650,PRX,T,FM,AO,52000,NA,36.792761364875176
FRANCO MANUEL,1870,BEL,D,FT,AO,80000,NA,36.76470588235294
FRANCO MANUEL,1760,AQU,D,FT,AO,75000,NA,36.97996918335901
LEZCANO JOSE,1760,GP,D,FT,AO,46000,NA,35.405192761605036
CARMOUCHE K,1760,MTH,D,FT,AO,40000,NA,36.56678517013712
GEROUX FLORENT,1760,CD,T,TF,G2,300000,NA,36.91171947093202
GEROUX FLORENT,1760,DMR,T,FM,G1,300000,NA,37.82704633813176
CASTELLANO J J,1870,BEL,t,SF,G3,200000,NA,37.0639534883721
VELAZQUEZ J R,1760,BEL,T,TF,AO,90000,NA,37.570444583594245
VELAZQUEZ J R,1760,SAR,t,FM,N,100000,NA,37.41814780168382
VELAZQUEZ J R,1540,BEL,T,FM,AO,80000,NA,39.41934676511075
*MCDONOGH D P,1540,GOW,T,TF,A,15702,NA,35.702142128527704
*MCDONOGH D P,1870,KIL,T,SF,S,14060,NA,36.03051996985682
SMITH M E,1760,CD,T,TF,G2,300000,NA,36.43724696356276
SMITH M E,1760,SA,T,FM,G2,200000,NA,38.281582305401955
SMITH M E,1430,SA,T,FM,N,75000,NA,40.37824406405301
SMITH M E,1760,SA,T,TF,G3,100000,NA,37.67266638760987
SMITH M E,1760,DMR,T,FM,G1,300000,NA,37.543018041505896
SMITH M E,1760,SA,T,FM,G2,200000,NA,37.95466526093833
THERIOT H J II,1760,SA,T,FM,N,70000,NA,38.60175852455501
THERIOT H J II,1980,DMR,T,FM,G2,200000,NA,37.00319780721791
SMITH M E,1870,DMR,T,FM,N,75000,NA,37.88629160063392
GONZALEZ SANTIAGO,1870,DMR,T,FM,G2,200000,NA,36.95295140566128
ORTIZ JOSE L,1760,CD,T,TF,G2,300000,NA,36.283007458173756
ALVARADO JUNIOR,1760,SA,T,FM,G2,200000,NA,38.37134939245364
ALVARADO JUNIOR,1870,CD,T,TF,G2,200000,NA,36.42857142857143
ALVARADO JUNIOR,1980,KEE,T,FM,G1,500000,NA,36.73136223471794
ALVARADO JUNIOR,1980,DMR,T,FM,G1,300000,NA,37.255082329132556
ALVARADO JUNIOR,2200,BEL,t,FM,G1,1000000,NA,37.220843672456574
ALVARADO JUNIOR,1980,BEL,t,FM,N,200000,NA,37.65690376569037
ALVARADO JUNIOR,1870,CD,T,FM,G3,150000,NA,37.08551483420593
ALVARADO JUNIOR,1760,GP,T,FM,N,75000,NA,38.02281368821293
ALVARADO JUNIOR,1760,KEE,T,YL,G1,1000000,NA,36.11556982343499
ORTIZ JOSE L,1760,GP,T,FM,G2,300000,NA,37.81909864481564
ORTIZ JOSE L,1760,GP,T,FM,N,100000,NA,38.05899143672692
ROSARIO JOEL,1430,SA,T,FM,G1,1000000,NA,40.394973070017954
ALVARADO JUNIOR,1760,KEE,T,FM,G1,400000,NA,37.29410545944266
ALVARADO JUNIOR,1760,BEL,T,FM,G1,700000,NA,39.2841553906591
ALVARADO JUNIOR,1760,GP,T,TF,G2,300000,NA,37.464876678114265
LEZCANO JOSE,1760,GP,T,FM,N,100000,NA,38.61832224844454
LEZCANO JOSE,1870,GP,T,FM,N,75000,NA,37.00299893586147
BRIDGMOHAN S X,1870,CD,T,TF,G2,200000,NA,35.89527027027027
MARAGH RAJIV,1760,BEL,T,FM,N,100000,NA,38.22467615204926
HERNANDEZ B J JR,1870,CD,T,FM,AO,53000,NA,37.62911952779144
SAEZ LUIS,1980,SA,T,TF,G1,300000,NA,37.54519328821729
SAEZ LUIS,1870,AQU,T,TF,N,125000,NA,36.67657493527663
SAEZ LUIS,2200,BEL,t,TF,AO,77000,NA,36.425449247207375
SAEZ LUIS,1980,SAR,t,FM,S,83000,NA,38.243626062322946
SAEZ LUIS,1870,SAR,t,FM,S,83000,NA,37.41563141934852
SAEZ LUIS,1540,BEL,T,FM,S,75000,NA,38.85531022573085
CASTELLANO J J,1870,KEE,T,FM,A,74000,NA,37.49264850029407
*CHEMINAUD V,1750,DVL,T,TF,G3,89342,NA,34.08766264684749
*CHEMINAUD V,1750,DVL,T,TF,G1,508794,NA,36.4070937199497
*CHEMINAUD V,1750,LCP,T,TF,G1,336376,NA,37.02084449834992
*CHEMINAUD V,1750,CHY,T,TF,G3,89283,NA,35.66349959694585
*CHEMINAUD V,1640,DVL,T,TF,S,27299,NA,35.61844823259136
FRANKO-ANGELES GEOVANNI,1980,OP,D,FT,G2,750000,NA,37.36162361623616
FRANKO-ANGELES GEOVANNI,1760,OP,D,FT,AO,76000,NA,37.44539213646765
FRANKO-ANGELES GEOVANNI,1760,OP,D,FT,AO,76000,NA,36.411449377971074
FRANKO-ANGELES GEOVANNI,1870,OP,D,FT,N,125000,NA,36.842612213446344
FRANKO-ANGELES GEOVANNI,1870,ZIA,D,FT,N,200000,NA,36.71882499760007
FRANKO-ANGELES GEOVANNI,1650,RP,T,FM,A,36300,NA,37.7179257934734
STEVENS S A,1980,RP,D,GD,G3,400000,NA,36.60189787618617
WALCOTT RICO W,2420,NP,D,FT,G3,150000,NA,35.48132750340478
STEVENS S A,1980,ASD,D,SY,N,75000,NA,35.96802841918296
WALCOTT RICO W,1760,ASD,D,FT,N,25000,NA,35.946080878681975
SAEZ LUIS,1870,BEL,D,FT,A,80000,NA,37.56260434056761
SAEZ LUIS,1760,GP,D,FT,AO,49000,NA,37.32890916632103
VELAZQUEZ J R,1870,BEL,D,FT,N,150000,NA,38.059701492537314
VELAZQUEZ J R,1870,BEL,D,FT,A,80000,NA,37.459602389579864
ALVARADO JUNIOR,1870,AQU,d,FT,G3,400000,NA,35.617841512245086
CASTELLANO J J,1760,GP,D,FT,AO,44000,NA,36.794766966475876
CASTELLANO J J,1760,GP,D,FT,S,50000,NA,37.15937241948803
CASTELLANO J J,1320,AQU,D,GD,S,60000,NA,37.57828810020877
BAZE T C,1540,CD,D,WF,G2,500000,NA,37.638905484526234
BAZE T C,1540,SA,D,FT,G1,400000,NA,38.91771682727947
BAZE T C,1320,SA,D,FT,AO,56000,NA,39.46214557147033
BEJARANO R,1540,SA,D,WF,AO,56000,NA,38.438071995118975
BEJARANO R,1540,SA,D,FT,G3,100000,NA,38.30718715797154
BEJARANO R,1980,SA,D,SY,G1,1000000,NA,35.714285714285715
PRAT FLAVIEN,1320,SA,D,FT,N,75000,NA,38.983540282991626
PRAT FLAVIEN,1540,SA,D,FT,G2,200000,NA,38.75968992248062
GUTIERREZ MARIO,1210,SA,D,FT,S,56000,NA,38.69001094262936
ESPINOZA V,1540,CD,D,WF,G2,500000,NA,37.78790786948177
ESPINOZA V,1760,SA,D,FT,N,100000,NA,37.39094308267553
PEDROZA M A,1320,SA,D,FT,N,150000,NA,39.07946157186278
ESPINOZA V,1430,SA,D,SY,G3,100000,NA,38.984406237505
ESPINOZA V,1540,DMR,D,FT,N,100000,NA,38.177190643558355
PEDROZA M A,1760,SA,D,FT,N,80000,NA,37.09428129829985
PEDROZA M A,1760,DMR,D,FT,N,75000,NA,37.74376179492556
ESPINOZA V,1430,SA,T,FM,N,100000,NA,38.81884538818846
ESPINOZA V,1320,SA,D,FT,N,150000,NA,39.141780226152505
TALAMO JOSEPH,1760,SA,D,FT,AO,65000,NA,37.08281829419035
*ZAYAS E,1750,MEY,D,FT,G2,1000000,NA,37.37647963397154
ZAYAS EDGARD J,1760,GP,D,FT,G2,350000,NA,38.07509254362772
ZAYAS EDGARD J,1540,SA,D,FT,G1,300000,NA,38.946587537091986
ZAYAS EDGARD J,1540,LRL,D,FT,N,100000,NA,38.40058515177374
ZAYAS EDGARD J,1870,LAD,D,FT,N,100000,NA,36.81424446583253
BRAVO J,1540,BEL,D,FT,G2,500000,NA,38.54153921448672
ZAYAS EDGARD J,1760,CD,D,FT,G3,250000,NA,38.14771643530783
ZAYAS EDGARD J,1760,GP,D,FT,AO,44000,NA,37.01799485861183
ZAYAS EDGARD J,1760,GP,D,FT,S,50000,NA,37.50781412794332
ZAYAS EDGARD J,1540,GP,D,FT,S,50000,NA,37.080635668040024
FRANCO MANUEL,1760,BEL,D,FT,G3,200000,NA,36.51856360316494
ALVARADO JUNIOR,1540,SAR,D,FT,G1,500000,NA,38.066465256797585
ALVARADO JUNIOR,1980,SAR,D,FT,G2,600000,NA,37.07433174661296
ALVARADO JUNIOR,2200,CD,D,FT,G1,2000000,NA,36.89129365469749
ALVARADO JUNIOR,1980,GP,D,GD,G1,1000000,NA,36.7047308319739
ALVARADO JUNIOR,1870,GP,D,FT,G2,400000,NA,37.19369894982497
ALVARADO JUNIOR,1870,GP,D,FT,G2,350000,NA,37.4742823552464
ALVARADO JUNIOR,1980,AQU,D,FT,G2,300000,NA,36.588671063330025
ALVARADO JUNIOR,1760,AQU,D,FT,G2,200000,NA,37.49609415685865
ALVARADO JUNIOR,1320,BEL,D,FT,S,75000,NA,38.48346636259978
ORTIZ IRAD JR,1760,AQU,D,FT,AO,80000,NA,37.51563151313047
ROSARIO JOEL,1760,AQU,D,FT,G1,500000,NA,37.11722858026601
ROSARIO JOEL,1540,BEL,D,FT,G3,200000,NA,38.33982473222979
ORTIZ IRAD JR,1540,SAR,D,FT,G1,500000,NA,38.550972953126916
ORTIZ IRAD JR,1760,BEL,D,FT,G3,500000,NA,37.88676068196169
ORTIZ IRAD JR,1870,BEL,D,FT,N,150000,NA,38.18127370732681
ORTIZ IRAD JR,1760,BEL,D,SY,AO,80000,NA,37.32890916632103
ORTIZ IRAD JR,1870,TAM,D,FT,G2,350000,NA,36.12580279561769
ROSARIO JOEL,1540,GP,D,FT,G2,200000,NA,38.1725642268541
ORTIZ IRAD JR,1320,SAR,D,FT,S,83000,NA,38.02281368821293
HERNANDEZ B J JR,1540,CD,D,WF,G2,500000,NA,37.78790786948177
ROSARIO JOEL,1760,SA,D,FT,G1,1000000,NA,37.15553720714212
HERNANDEZ B J JR,1760,CD,D,WF,G3,100000,NA,37.950664136622386
ROSARIO JOEL,1540,SAR,D,FT,G1,500000,NA,38.163314756481704
ROSARIO JOEL,1540,BEL,D,FT,G2,500000,NA,38.70729909068567
HERNANDEZ B J JR,2200,CD,D,FT,G1,2000000,NA,36.33134183755854
HERNANDEZ B J JR,1980,FG,D,FT,G2,1000000,NA,36.24485412564883
VELAZQUEZ J R,1870,FG,D,FT,G2,400000,NA,36.11898016997167
BRIDGMOHAN S X,1830,FG,D,FT,G3,200000,NA,36.159020654770266
ALBARADO R J,1830,FG,D,FT,AO,41000,NA,36.36275323666037
SMITH M E,1760,LS,D,FT,G3,200000,NA,37.16704521990501
SMITH M E,1870,OP,D,FT,N,250000,NA,37.64022830151545
SMITH M E,1870,SA,D,FT,G2,300000,NA,37.2444011684518
SMITH M E,1540,SA,D,FT,G1,300000,NA,38.678781925343806
STEVENS G L,2200,CD,D,FT,G1,2000000,NA,36.44314868804664
STEVENS G L,1980,SA,D,SY,G1,1000000,NA,36.621756035807934
STEVENS G L,1870,SA,D,FT,G2,400000,NA,37.01732313945611
STEVENS G L,1870,SA,D,FT,G3,150000,NA,37.06036236798761
STEVENS G L,1870,LRC,D,FT,G1,350000,NA,36.94224454317171
GARCIA MARTIN,1870,CD,D,SY,G2,200000,NA,36.17363344051447
DECARLO C P,1760,BEL,D,FT,G3,200000,NA,37.04084782385019
FRANCO MANUEL,1870,AQU,d,FT,AO,67000,NA,36.19759629033784
FRANCO MANUEL,1870,AQU,d,FT,S,60000,NA,35.67431449356464
HERNANDEZ B J JR,1870,CD,D,FT,G3,100000,NA,37.393684622152705
HERNANDEZ B J JR,1980,CD,D,FT,S,62000,NA,36.638320969784694
HERNANDEZ B J JR,1870,TP,D,FT,N,100000,NA,36.59936848148502
ALBARADO R J,1830,FG,D,FT,S,40000,NA,36.047590698977444
ALBARADO R J,1830,FG,D,FT,S,40000,NA,35.91271052654532
ALBARADO R J,1210,FG,D,FT,S,37000,NA,37.76896078132153
HERNANDEZ B J JR,1320,CD,D,FT,S,38200,NA,37.241379310344826
SAEZ LUIS,1540,AQU,D,FT,G1,400000,NA,37.73810950041931
SAEZ LUIS,1760,GP,D,FT,G2,350000,NA,37.641154328732746
SAEZ LUIS,1760,GP,D,FT,G3,150000,NA,37.81512605042016
LOPEZ PASCACIO,1980,LRL,D,FT,N,100000,NA,35.96802841918296
VELAZQUEZ J R,1760,BEL,D,FT,G2,350000,NA,37.72398616787173
SAEZ LUIS,1760,GP,D,FT,G3,100000,NA,38.49032396022667
CARMOUCHE K,1980,AQU,d,FT,N,100000,NA,36.74135897668512
CASTELLANO J J,1980,AQU,D,SY,G3,150000,NA,36.267574102265606
CASTELLANO J J,1980,PRX,D,FT,G2,1000000,NA,36.30984400215169
PRADO E S,1980,MNR,D,FT,G2,750000,NA,35.86609989373007
ROSARIO JOEL,1540,CD,D,WF,G2,500000,NA,37.842383469485824
ROSARIO JOEL,1540,KEE,D,FT,G3,250000,NA,38.269955047989306
ROSARIO JOEL,1760,GP,D,FT,G2,350000,NA,37.81512605042016
CASTELLANO J J,1980,GP,D,FT,N,200000,NA,36.98630136986302
ROSARIO JOEL,1870,GP,D,FT,G3,100000,NA,37.28797036459349
LOPEZ PASCACIO,1980,PRX,D,FT,G2,1250000,NA,36.516094130375976
LOPEZ PASCACIO,1870,PRX,D,FT,G3,300000,NA,37.16478818499806
LOPEZ PASCACIO,1980,MTH,D,SY,G1,1000000,NA,35.651408450704224
LOPEZ PASCACIO,1870,MTH,D,FT,G3,150000,NA,36.64846220178212
LOPEZ PASCACIO,1320,MTH,D,FT,AO,40000,NA,38.37953091684435
GEROUX FLORENT,1980,CD,T,TF,G1,500000,NA,36
GEROUX FLORENT,1980,GP,T,FM,G1,350000,NA,38.30149423113297
GEROUX FLORENT,1980,DMR,T,FM,G1,300000,NA,37.51736915238536
GEROUX FLORENT,1980,BEL,t,FM,G3,500000,NA,37.755197166029646
GEROUX FLORENT,2200,AP,T,FM,G1,450000,NA,36.90036900369004
CASTELLANO J J,2200,BEL,t,FM,G1,1250000,NA,37.2732543692537
ROSARIO JOEL,1760,PEN,T,FM,G3,500000,NA,37.73584905660377
PRAT FLAVIEN,1870,CD,T,FM,G2,300000,NA,37.81512605042016
TALAMO JOSEPH,1980,SA,T,FM,AO,58000,NA,37.98536859876195
BEJARANO R,1760,SA,T,TF,S,56000,NA,36.99897225077082
CASTELLANO J J,2420,BEL,t,YL,G1,400000,NA,33.56842533568425
CASTELLANO J J,2420,GP,T,FM,G2,200000,NA,37.067545304777596
CASTELLANO J J,2420,AQU,T,FM,G3,200000,NA,36.49096940656101
CASTELLANO J J,2640,WO,T,FM,G1,1000000,NA,35.73792190602251
ORTIZ IRAD JR,2640,WO,T,TF,G1,300000,NA,35.575466104486466
PRAT FLAVIEN,2200,AP,T,FM,G1,1000000,NA,36.72270279092542
VELAZQUEZ J R,2420,MTH,T,TF,G1,300000,NA,36.63681444748723
VELAZQUEZ J R,2420,BEL,t,FM,G1,400000,NA,37.234842786219346
VELAZQUEZ J R,2640,GP,T,TF,G2,200000,NA,36.18817852834741
PEDROZA E,2200,AP,T,YL,G1,1000000,NA,36.57941798081613
LEPAROUX JULIEN R,1870,PIM,T,TF,G2,250000,NA,37.08191953465826
LEPAROUX JULIEN R,1980,TAM,T,FM,N,100000,NA,37.49305684132569
LEPAROUX JULIEN R,2640,WO,T,FM,G1,1000000,NA,35.674175860474335
LEPAROUX JULIEN R,2640,WO,T,TF,G1,300000,NA,35.566093657379966
GEROUX FLORENT,2200,AP,T,FM,G1,1000000,NA,36.83391994761398
GEROUX FLORENT,2420,MTH,T,TF,G1,300000,NA,36.759245507203325
LEPAROUX JULIEN R,2200,BEL,t,FM,G1,1000000,NA,37.73584905660377
LEPAROUX JULIEN R,1980,CD,T,FM,G1,500000,NA,37.70598640722466
LEPAROUX JULIEN R,1980,FG,T,FM,G2,300000,NA,37.506945730690866
LEPAROUX JULIEN R,1980,GP,T,FM,AO,48000,NA,38.578776909887594
ORTIZ IRAD JR,1980,BEL,t,YL,G3,150000,NA,35.95206391478029
*SMULLEN P J,2288,YRK,T,TF,G2,127198,NA,36.87071614275585
*SMULLEN P J,2200,SNP,T,SF,G1,685295,NA,34.332799267566955
*MOORE R L,2200,SNP,T,TF,G3,94020,NA,35.66333808844507
MOORE RYAN L,1760,KEE,T,TF,G1,2000000,NA,36.77973028197793
*MOORE R L,1760,NKT,T,TF,G2,143610,NA,37.5626043405676
*SMULLEN P,2288,YRK,T,SF,G1,1409427,NA,35.82363747703613
*DETTORI L,2200,ASC,T,TF,G3,117441,NA,36.57049979683055
*MOORE R L,2200,NBY,T,TF,N,108277,NA,35.255405828893764
*DOYLE JAMES,1562,SNP,T,TF,A,16017,NA,34.19672482072139
LYNCH F,1760,LRL,T,YL,N,75000,NA,37.38317757009346
LEPAROUX JULIEN R,1870,KEE,T,FM,A,66000,NA,36.938676967648476
VELAZQUEZ J R,1870,BEL,T,FM,AO,90000,NA,37.751677852349
VELAZQUEZ J R,1760,SAR,t,TF,AO,93000,NA,37.60969494358545
VELAZQUEZ J R,1870,SAR,T,FM,AO,90000,NA,37.58105718215759
VELAZQUEZ J R,1760,BEL,T,FM,AO,80000,NA,37.87480273540242
