precinct,date,month_year,daily_tickets
5,2014-05-23,05-2014,36
5,2014-05-24,05-2014,84
5,2014-05-25,05-2014,110
5,2014-05-26,05-2014,88
5,2014-05-27,05-2014,77
5,2014-05-28,05-2014,85
5,2014-05-29,05-2014,85
5,2014-05-30,05-2014,110
5,2014-05-31,05-2014,80
5,2014-06-01,06-2014,71
5,2014-06-02,06-2014,84
5,2014-06-03,06-2014,68
5,2014-06-04,06-2014,84
5,2014-06-05,06-2014,75
5,2014-06-06,06-2014,73
5,2014-06-07,06-2014,102
5,2014-06-08,06-2014,75
5,2014-06-09,06-2014,47
5,2014-06-10,06-2014,99
5,2014-06-11,06-2014,78
5,2014-06-12,06-2014,121
5,2014-06-13,06-2014,39
5,2014-06-14,06-2014,54
5,2014-06-15,06-2014,88
5,2014-06-16,06-2014,56
5,2014-06-17,06-2014,85
5,2014-06-18,06-2014,53
5,2014-06-19,06-2014,62
5,2014-06-20,06-2014,57
5,2014-06-21,06-2014,75
5,2014-06-22,06-2014,94
5,2014-06-23,06-2014,50
5,2014-06-24,06-2014,56
5,2014-06-25,06-2014,76
5,2014-06-26,06-2014,81
5,2014-06-27,06-2014,55
5,2014-06-28,06-2014,60
5,2014-06-29,06-2014,76
5,2014-06-30,06-2014,37
5,2014-07-01,07-2014,43
5,2014-07-02,07-2014,49
5,2014-07-03,07-2014,75
5,2014-07-04,07-2014,41
5,2014-07-05,07-2014,72
5,2014-07-06,07-2014,101
5,2014-07-07,07-2014,53
5,2014-07-08,07-2014,71
5,2014-07-09,07-2014,63
5,2014-07-10,07-2014,65
5,2014-07-11,07-2014,64
5,2014-07-12,07-2014,40
5,2014-07-13,07-2014,81
5,2014-07-14,07-2014,42
5,2014-07-15,07-2014,76
5,2014-07-16,07-2014,72
5,2014-07-17,07-2014,66
5,2014-07-18,07-2014,52
5,2014-07-19,07-2014,59
5,2014-07-20,07-2014,68
5,2014-07-21,07-2014,88
5,2014-07-22,07-2014,83
5,2014-07-23,07-2014,72
5,2014-07-24,07-2014,52
5,2014-07-25,07-2014,81
5,2014-07-26,07-2014,69
5,2014-07-27,07-2014,134
5,2014-07-28,07-2014,92
5,2014-07-29,07-2014,92
5,2014-07-30,07-2014,111
5,2014-07-31,07-2014,64
5,2014-08-01,08-2014,54
5,2014-08-02,08-2014,105
5,2014-08-03,08-2014,109
5,2014-08-04,08-2014,79
5,2014-08-05,08-2014,42
5,2014-08-06,08-2014,64
5,2014-08-07,08-2014,42
5,2014-08-08,08-2014,86
5,2014-08-09,08-2014,93
5,2014-08-10,08-2014,82
5,2014-08-11,08-2014,75
5,2014-08-12,08-2014,57
5,2014-08-13,08-2014,50
5,2014-08-14,08-2014,73
5,2014-08-15,08-2014,79
5,2014-08-16,08-2014,58
5,2014-08-17,08-2014,73
5,2014-08-18,08-2014,60
5,2014-08-19,08-2014,60
5,2014-08-20,08-2014,61
5,2014-08-21,08-2014,61
5,2014-08-22,08-2014,64
5,2014-08-23,08-2014,121
5,2014-08-24,08-2014,48
5,2014-08-25,08-2014,80
5,2014-08-26,08-2014,100
5,2014-08-27,08-2014,100
5,2014-08-28,08-2014,61
5,2014-08-29,08-2014,95
5,2014-08-30,08-2014,55
5,2014-08-31,08-2014,115
5,2014-09-01,09-2014,57
5,2014-09-02,09-2014,43
5,2014-09-03,09-2014,73
5,2014-09-04,09-2014,50
5,2014-09-05,09-2014,77
5,2014-09-06,09-2014,54
5,2014-09-07,09-2014,59
5,2014-09-08,09-2014,114
5,2014-09-09,09-2014,63
5,2014-09-10,09-2014,87
5,2014-09-11,09-2014,49
5,2014-09-12,09-2014,36
5,2014-09-13,09-2014,92
5,2014-09-14,09-2014,93
5,2014-09-15,09-2014,58
5,2014-09-16,09-2014,48
5,2014-09-17,09-2014,65
5,2014-09-18,09-2014,64
5,2014-09-19,09-2014,56
5,2014-09-20,09-2014,63
5,2014-09-21,09-2014,59
5,2014-09-22,09-2014,31
5,2014-09-23,09-2014,58
5,2014-09-24,09-2014,65
5,2014-09-25,09-2014,58
5,2014-09-26,09-2014,104
5,2014-09-27,09-2014,59
5,2014-09-28,09-2014,73
5,2014-09-29,09-2014,46
5,2014-09-30,09-2014,48
5,2014-10-01,10-2014,38
5,2014-10-02,10-2014,49
5,2014-10-03,10-2014,62
5,2014-10-04,10-2014,48
5,2014-10-05,10-2014,88
5,2014-10-06,10-2014,57
5,2014-10-07,10-2014,42
5,2014-10-08,10-2014,65
5,2014-10-09,10-2014,55
5,2014-10-10,10-2014,70
5,2014-10-11,10-2014,27
5,2014-10-12,10-2014,63
5,2014-10-13,10-2014,72
5,2014-10-14,10-2014,89
5,2014-10-15,10-2014,85
5,2014-10-16,10-2014,56
5,2014-10-17,10-2014,84
5,2014-10-18,10-2014,90
5,2014-10-19,10-2014,95
5,2014-10-20,10-2014,47
5,2014-10-21,10-2014,84
5,2014-10-22,10-2014,34
5,2014-10-23,10-2014,32
5,2014-10-24,10-2014,46
5,2014-10-25,10-2014,47
5,2014-10-26,10-2014,63
5,2014-10-27,10-2014,58
5,2014-10-28,10-2014,86
5,2014-10-29,10-2014,92
5,2014-10-30,10-2014,89
5,2014-10-31,10-2014,71
5,2014-11-01,11-2014,120
5,2014-11-02,11-2014,117
5,2014-11-03,11-2014,70
5,2014-11-04,11-2014,41
5,2014-11-05,11-2014,56
5,2014-11-06,11-2014,53
5,2014-11-07,11-2014,47
5,2014-11-08,11-2014,68
5,2014-11-09,11-2014,67
5,2014-11-10,11-2014,81
5,2014-11-11,11-2014,74
5,2014-11-12,11-2014,77
5,2014-11-13,11-2014,97
5,2014-11-14,11-2014,70
5,2014-11-15,11-2014,53
5,2014-11-16,11-2014,69
5,2014-11-17,11-2014,36
5,2014-11-18,11-2014,57
5,2014-11-19,11-2014,48
5,2014-11-20,11-2014,64
5,2014-11-21,11-2014,90
5,2014-11-22,11-2014,61
5,2014-11-23,11-2014,58
5,2014-11-24,11-2014,82
5,2014-11-25,11-2014,67
5,2014-11-26,11-2014,53
5,2014-11-27,11-2014,20
5,2014-11-28,11-2014,27
5,2014-11-29,11-2014,46
5,2014-11-30,11-2014,62
5,2014-12-01,12-2014,71
5,2014-12-02,12-2014,62
5,2014-12-03,12-2014,36
5,2014-12-04,12-2014,35
5,2014-12-05,12-2014,31
5,2014-12-06,12-2014,43
5,2014-12-07,12-2014,27
5,2014-12-08,12-2014,32
5,2014-12-09,12-2014,53
5,2014-12-10,12-2014,42
5,2014-12-11,12-2014,52
5,2014-12-12,12-2014,49
5,2014-12-13,12-2014,41
5,2014-12-14,12-2014,55
5,2014-12-15,12-2014,71
5,2014-12-16,12-2014,91
5,2014-12-17,12-2014,57
5,2014-12-18,12-2014,130
5,2014-12-19,12-2014,88
5,2014-12-20,12-2014,41
5,2014-12-24,12-2014,2
5,2014-12-28,12-2014,14
5,2014-12-29,12-2014,2
5,2015-01-02,01-2015,2
5,2015-01-03,01-2015,2
5,2015-01-04,01-2015,1
5,2015-01-05,01-2015,9
5,2015-01-06,01-2015,4
5,2015-01-07,01-2015,3
5,2015-01-08,01-2015,48
5,2015-01-09,01-2015,12
5,2015-01-10,01-2015,101
5,2015-01-11,01-2015,63
5,2015-01-12,01-2015,74
5,2015-01-13,01-2015,109
5,2015-01-14,01-2015,107
5,2015-01-15,01-2015,106
5,2015-01-16,01-2015,89
5,2015-01-17,01-2015,121
5,2015-01-18,01-2015,51
5,2015-01-19,01-2015,45
5,2015-01-20,01-2015,61
5,2015-01-21,01-2015,71
5,2015-01-22,01-2015,45
5,2015-01-23,01-2015,45
5,2015-01-24,01-2015,33
5,2015-01-25,01-2015,23
5,2015-01-26,01-2015,26
5,2015-01-27,01-2015,12
5,2015-01-28,01-2015,61
5,2015-01-29,01-2015,48
5,2015-01-30,01-2015,43
5,2015-01-31,01-2015,40
5,2015-02-01,02-2015,44
5,2015-02-02,02-2015,1
5,2015-02-03,02-2015,59
5,2015-02-04,02-2015,49
5,2015-02-05,02-2015,72
5,2015-02-06,02-2015,61
5,2015-02-07,02-2015,62
5,2015-02-08,02-2015,79
5,2015-02-09,02-2015,30
5,2015-02-10,02-2015,58
5,2015-02-11,02-2015,74
5,2015-02-12,02-2015,92
5,2015-02-13,02-2015,54
5,2015-02-14,02-2015,43
5,2015-02-15,02-2015,46
5,2015-02-16,02-2015,47
5,2015-02-17,02-2015,49
5,2015-02-18,02-2015,39
5,2015-02-19,02-2015,41
5,2015-02-20,02-2015,58
5,2015-02-21,02-2015,66
5,2015-02-22,02-2015,37
5,2015-02-23,02-2015,115
5,2015-02-24,02-2015,90
5,2015-02-25,02-2015,46
5,2015-02-26,02-2015,63
5,2015-02-27,02-2015,47
5,2015-02-28,02-2015,67
5,2015-03-01,03-2015,37
5,2015-03-02,03-2015,64
5,2015-03-03,03-2015,78
5,2015-03-04,03-2015,39
5,2015-03-05,03-2015,11
5,2015-03-06,03-2015,29
5,2015-03-07,03-2015,41
5,2015-03-08,03-2015,58
5,2015-03-09,03-2015,79
5,2015-03-10,03-2015,51
5,2015-03-11,03-2015,82
5,2015-03-12,03-2015,81
5,2015-03-13,03-2015,69
5,2015-03-14,03-2015,51
5,2015-03-15,03-2015,59
5,2015-03-16,03-2015,59
5,2015-03-17,03-2015,54
5,2015-03-18,03-2015,67
5,2015-03-19,03-2015,33
5,2015-03-20,03-2015,40
5,2015-03-21,03-2015,46
5,2015-03-22,03-2015,38
5,2015-03-23,03-2015,36
5,2015-03-24,03-2015,38
5,2015-03-25,03-2015,53
5,2015-03-26,03-2015,41
5,2015-03-27,03-2015,36
5,2015-03-28,03-2015,33
5,2015-03-29,03-2015,55
5,2015-03-30,03-2015,48
5,2015-03-31,03-2015,37
5,2015-04-01,04-2015,48
5,2015-04-02,04-2015,57
5,2015-04-03,04-2015,33
5,2015-04-04,04-2015,31
5,2015-04-05,04-2015,32
5,2015-04-06,04-2015,48
5,2015-04-07,04-2015,56
5,2015-04-08,04-2015,43
5,2015-04-09,04-2015,61
5,2015-04-10,04-2015,60
5,2015-04-11,04-2015,39
5,2015-04-12,04-2015,53
5,2015-04-13,04-2015,72
5,2015-04-14,04-2015,39
5,2015-04-15,04-2015,60
5,2015-04-16,04-2015,72
5,2015-04-17,04-2015,46
5,2015-04-18,04-2015,34
5,2015-04-19,04-2015,39
5,2015-04-20,04-2015,39
5,2015-04-21,04-2015,40
5,2015-04-22,04-2015,63
5,2015-04-23,04-2015,55
5,2015-04-24,04-2015,44
5,2015-04-25,04-2015,59
5,2015-04-26,04-2015,58
5,2015-04-27,04-2015,42
5,2015-04-28,04-2015,60
5,2015-04-29,04-2015,27
5,2015-04-30,04-2015,54
5,2015-05-01,05-2015,28
5,2015-05-02,05-2015,42
5,2015-05-03,05-2015,48
5,2015-05-04,05-2015,25
5,2015-05-05,05-2015,23
5,2015-05-06,05-2015,60
5,2015-05-07,05-2015,35
5,2015-05-08,05-2015,27
5,2015-05-09,05-2015,30
5,2015-05-10,05-2015,40
5,2015-05-11,05-2015,105
5,2015-05-12,05-2015,101
5,2015-05-13,05-2015,94
5,2015-05-14,05-2015,74
5,2015-05-15,05-2015,75
5,2015-05-16,05-2015,82
5,2015-05-17,05-2015,78
5,2015-05-18,05-2015,33
5,2015-05-19,05-2015,84
5,2015-05-20,05-2015,57
5,2015-05-21,05-2015,51
5,2015-05-22,05-2015,47
5,2015-05-23,05-2015,75
5,2015-05-24,05-2015,58
5,2015-05-25,05-2015,32
5,2015-05-26,05-2015,39
5,2015-05-27,05-2015,38
5,2015-05-28,05-2015,50
5,2015-05-29,05-2015,57
5,2015-05-30,05-2015,63
5,2015-05-31,05-2015,28
5,2015-06-01,06-2015,11
5,2015-06-02,06-2015,37
5,2015-06-03,06-2015,55
5,2015-06-04,06-2015,81
5,2015-06-05,06-2015,33
5,2015-06-06,06-2015,57
5,2015-06-07,06-2015,36
5,2015-06-08,06-2015,27
5,2015-06-09,06-2015,32
5,2015-06-10,06-2015,54
5,2015-06-11,06-2015,51
5,2015-06-12,06-2015,49
5,2015-06-13,06-2015,46
5,2015-06-14,06-2015,45
5,2015-06-15,06-2015,69
5,2015-06-16,06-2015,100
5,2015-06-17,06-2015,126
5,2015-06-18,06-2015,122
5,2015-06-19,06-2015,118
5,2015-06-20,06-2015,64
5,2015-06-21,06-2015,88
5,2015-06-22,06-2015,117
5,2015-06-23,06-2015,120
5,2015-06-24,06-2015,92
5,2015-06-25,06-2015,93
5,2015-06-26,06-2015,78
5,2015-06-27,06-2015,52
5,2015-06-28,06-2015,48
5,2015-06-29,06-2015,69
5,2015-06-30,06-2015,48
5,2015-07-01,07-2015,33
5,2015-07-02,07-2015,45
5,2015-07-03,07-2015,37
5,2015-07-04,07-2015,20
5,2015-07-05,07-2015,37
5,2015-07-06,07-2015,37
5,2015-07-07,07-2015,55
5,2015-07-08,07-2015,47
5,2015-07-09,07-2015,43
5,2015-07-10,07-2015,25
5,2015-07-11,07-2015,53
5,2015-07-12,07-2015,17
5,2015-07-13,07-2015,37
5,2015-07-14,07-2015,49
5,2015-07-15,07-2015,66
5,2015-07-16,07-2015,70
5,2015-07-17,07-2015,71
5,2015-07-18,07-2015,76
5,2015-07-19,07-2015,102
5,2015-07-20,07-2015,48
5,2015-07-21,07-2015,77
5,2015-07-22,07-2015,50
5,2015-07-23,07-2015,49
5,2015-07-24,07-2015,53
5,2015-07-25,07-2015,40
5,2015-07-26,07-2015,33
5,2015-07-27,07-2015,46
5,2015-07-28,07-2015,48
5,2015-07-29,07-2015,66
5,2015-07-30,07-2015,58
5,2015-07-31,07-2015,42
5,2015-08-01,08-2015,31
5,2015-08-02,08-2015,48
5,2015-08-03,08-2015,62
5,2015-08-04,08-2015,67
5,2015-08-05,08-2015,76
5,2015-08-06,08-2015,69
5,2015-08-07,08-2015,58
5,2015-08-08,08-2015,54
5,2015-08-09,08-2015,73
5,2015-08-10,08-2015,57
5,2015-08-11,08-2015,62
5,2015-08-12,08-2015,70
5,2015-08-13,08-2015,74
5,2015-08-14,08-2015,74
5,2015-08-15,08-2015,50
5,2015-08-16,08-2015,55
5,2015-08-17,08-2015,82
5,2015-08-18,08-2015,74
5,2015-08-19,08-2015,71
5,2015-08-20,08-2015,65
5,2015-08-21,08-2015,64
5,2015-08-22,08-2015,40
5,2015-08-23,08-2015,39
5,2015-08-24,08-2015,62
5,2015-08-25,08-2015,47
5,2015-08-26,08-2015,67
5,2015-08-27,08-2015,75
5,2015-08-28,08-2015,38
5,2015-08-29,08-2015,22
5,2015-08-30,08-2015,36
5,2015-08-31,08-2015,42
5,2015-09-01,09-2015,47
5,2015-09-02,09-2015,60
5,2015-09-03,09-2015,61
5,2015-09-04,09-2015,38
5,2015-09-05,09-2015,42
5,2015-09-06,09-2015,59
5,2015-09-07,09-2015,23
5,2015-09-08,09-2015,40
5,2015-09-09,09-2015,46
5,2015-09-10,09-2015,21
5,2015-09-11,09-2015,55
5,2015-09-12,09-2015,44
5,2015-09-13,09-2015,44
5,2015-09-14,09-2015,52
5,2015-09-15,09-2015,47
5,2015-09-16,09-2015,63
5,2015-09-17,09-2015,54
5,2015-09-18,09-2015,28
5,2015-09-19,09-2015,48
5,2015-09-20,09-2015,47
5,2015-09-21,09-2015,69
5,2015-09-22,09-2015,105
5,2015-09-23,09-2015,61
5,2015-09-24,09-2015,15
5,2015-09-25,09-2015,30
5,2015-09-26,09-2015,26
5,2015-09-27,09-2015,45
5,2015-09-28,09-2015,43
5,2015-09-29,09-2015,15
5,2015-09-30,09-2015,17
5,2015-10-01,10-2015,13
5,2015-10-02,10-2015,11
5,2015-10-03,10-2015,21
5,2015-10-04,10-2015,33
5,2015-10-05,10-2015,29
5,2015-10-06,10-2015,54
5,2015-10-07,10-2015,36
5,2015-10-08,10-2015,70
5,2015-10-09,10-2015,40
5,2015-10-10,10-2015,31
5,2015-10-11,10-2015,45
5,2015-10-12,10-2015,65
5,2015-10-13,10-2015,41
5,2015-10-14,10-2015,46
5,2015-10-15,10-2015,50
5,2015-10-16,10-2015,56
5,2015-10-17,10-2015,28
5,2015-10-18,10-2015,36
5,2015-10-19,10-2015,45
5,2015-10-20,10-2015,45
5,2015-10-21,10-2015,68
5,2015-10-22,10-2015,74
5,2015-10-23,10-2015,51
5,2015-10-24,10-2015,31
5,2015-10-25,10-2015,47
5,2015-10-26,10-2015,78
5,2015-10-27,10-2015,75
5,2015-10-28,10-2015,38
5,2015-10-29,10-2015,57
5,2015-10-30,10-2015,42
5,2015-10-31,10-2015,27
5,2015-11-01,11-2015,28
5,2015-11-02,11-2015,59
5,2015-11-03,11-2015,64
5,2015-11-04,11-2015,51
5,2015-11-05,11-2015,65
5,2015-11-06,11-2015,34
5,2015-11-07,11-2015,76
5,2015-11-08,11-2015,37
5,2015-11-09,11-2015,50
5,2015-11-10,11-2015,75
5,2015-11-11,11-2015,82
5,2015-11-12,11-2015,48
5,2015-11-13,11-2015,67
5,2015-11-14,11-2015,37
5,2015-11-15,11-2015,46
5,2015-11-16,11-2015,58
5,2015-11-17,11-2015,67
5,2015-11-18,11-2015,60
5,2015-11-19,11-2015,49
5,2015-11-20,11-2015,37
5,2015-11-21,11-2015,43
5,2015-11-22,11-2015,40
5,2015-11-23,11-2015,59
5,2015-11-24,11-2015,42
5,2015-11-25,11-2015,58
5,2015-11-26,11-2015,30
5,2015-11-27,11-2015,68
5,2015-11-28,11-2015,43
5,2015-11-29,11-2015,35
5,2015-11-30,11-2015,43
5,2015-12-01,12-2015,60
5,2015-12-02,12-2015,62
5,2015-12-03,12-2015,57
5,2015-12-04,12-2015,34
5,2015-12-05,12-2015,51
5,2015-12-06,12-2015,40
5,2015-12-07,12-2015,63
5,2015-12-08,12-2015,66
5,2015-12-09,12-2015,62
5,2015-12-10,12-2015,31
5,2015-12-11,12-2015,57
5,2015-12-12,12-2015,54
5,2015-12-13,12-2015,28
5,2015-12-14,12-2015,50
5,2015-12-15,12-2015,41
5,2015-12-16,12-2015,60
5,2015-12-17,12-2015,32
5,2015-12-18,12-2015,52
5,2015-12-19,12-2015,76
5,2015-12-20,12-2015,63
5,2015-12-21,12-2015,47
5,2015-12-22,12-2015,51
5,2015-12-23,12-2015,48
5,2015-12-24,12-2015,40
5,2015-12-25,12-2015,4
5,2015-12-26,12-2015,21
5,2015-12-27,12-2015,33
5,2015-12-28,12-2015,42
5,2015-12-29,12-2015,26
5,2015-12-30,12-2015,31
5,2015-12-31,12-2015,17
6,2014-01-01,01-2014,3
6,2014-01-02,01-2014,32
6,2014-01-03,01-2014,3
6,2014-01-04,01-2014,14
6,2014-01-05,01-2014,8
6,2014-01-06,01-2014,44
6,2014-01-07,01-2014,73
6,2014-01-08,01-2014,64
6,2014-01-09,01-2014,62
6,2014-01-10,01-2014,70
6,2014-01-11,01-2014,50
6,2014-01-12,01-2014,43
6,2014-01-13,01-2014,83
6,2014-01-14,01-2014,75
6,2014-01-15,01-2014,81
6,2014-01-16,01-2014,101
6,2014-01-17,01-2014,85
6,2014-01-18,01-2014,66
6,2014-01-19,01-2014,52
6,2014-01-20,01-2014,77
6,2014-01-21,01-2014,60
6,2014-01-22,01-2014,19
6,2014-01-23,01-2014,60
6,2014-01-24,01-2014,73
6,2014-01-25,01-2014,19
6,2014-01-26,01-2014,59
6,2014-01-27,01-2014,61
6,2014-01-28,01-2014,76
6,2014-01-29,01-2014,52
6,2014-01-30,01-2014,97
6,2014-01-31,01-2014,51
6,2014-02-01,02-2014,28
6,2014-02-02,02-2014,27
6,2014-02-03,02-2014,13
6,2014-02-04,02-2014,38
6,2014-02-05,02-2014,35
6,2014-02-06,02-2014,38
6,2014-02-07,02-2014,46
6,2014-02-08,02-2014,39
6,2014-02-09,02-2014,31
6,2014-02-10,02-2014,51
6,2014-02-11,02-2014,68
6,2014-02-12,02-2014,47
6,2014-02-13,02-2014,6
6,2014-02-14,02-2014,24
6,2014-02-15,02-2014,50
6,2014-02-16,02-2014,48
6,2014-02-17,02-2014,75
6,2014-02-18,02-2014,62
6,2014-02-19,02-2014,68
6,2014-02-20,02-2014,91
6,2014-02-21,02-2014,76
6,2014-02-22,02-2014,44
6,2014-02-23,02-2014,38
6,2014-02-24,02-2014,106
6,2014-02-25,02-2014,135
6,2014-02-26,02-2014,80
6,2014-02-27,02-2014,108
6,2014-02-28,02-2014,94
6,2014-03-01,03-2014,33
6,2014-03-02,03-2014,33
6,2014-03-03,03-2014,79
6,2014-03-04,03-2014,60
6,2014-03-05,03-2014,63
6,2014-03-06,03-2014,61
6,2014-03-07,03-2014,48
6,2014-03-08,03-2014,34
6,2014-03-09,03-2014,51
6,2014-03-10,03-2014,122
6,2014-03-11,03-2014,77
6,2014-03-12,03-2014,82
6,2014-03-13,03-2014,42
6,2014-03-14,03-2014,87
6,2014-03-15,03-2014,38
6,2014-03-16,03-2014,21
6,2014-03-17,03-2014,60
6,2014-03-18,03-2014,82
6,2014-03-19,03-2014,70
6,2014-03-20,03-2014,84
6,2014-03-21,03-2014,64
6,2014-03-22,03-2014,26
6,2014-03-23,03-2014,22
6,2014-03-24,03-2014,74
6,2014-03-25,03-2014,53
6,2014-03-26,03-2014,57
6,2014-03-27,03-2014,69
6,2014-03-28,03-2014,83
6,2014-03-29,03-2014,23
6,2014-03-30,03-2014,61
6,2014-03-31,03-2014,54
6,2014-04-01,04-2014,65
6,2014-04-02,04-2014,73
6,2014-04-03,04-2014,34
6,2014-04-04,04-2014,42
6,2014-04-05,04-2014,27
6,2014-04-06,04-2014,20
6,2014-04-07,04-2014,66
6,2014-04-08,04-2014,63
6,2014-04-09,04-2014,61
6,2014-04-10,04-2014,56
6,2014-04-11,04-2014,55
6,2014-04-12,04-2014,49
6,2014-04-13,04-2014,39
6,2014-04-14,04-2014,59
6,2014-04-15,04-2014,67
6,2014-04-16,04-2014,45
6,2014-04-17,04-2014,50
6,2014-04-18,04-2014,63
6,2014-04-19,04-2014,41
6,2014-04-20,04-2014,25
6,2014-04-21,04-2014,48
6,2014-04-22,04-2014,69
6,2014-04-23,04-2014,74
6,2014-04-24,04-2014,71
6,2014-04-25,04-2014,91
6,2014-04-26,04-2014,53
6,2014-04-27,04-2014,21
6,2014-04-28,04-2014,94
6,2014-04-29,04-2014,90
6,2014-04-30,04-2014,56
6,2014-05-01,05-2014,49
6,2014-05-02,05-2014,90
6,2014-05-03,05-2014,31
6,2014-05-04,05-2014,29
6,2014-05-05,05-2014,46
6,2014-05-06,05-2014,59
6,2014-05-07,05-2014,58
6,2014-05-08,05-2014,67
6,2014-05-09,05-2014,61
6,2014-05-10,05-2014,20
6,2014-05-11,05-2014,31
6,2014-05-12,05-2014,82
6,2014-05-13,05-2014,128
6,2014-05-14,05-2014,67
6,2014-05-15,05-2014,54
6,2014-05-16,05-2014,67
6,2014-05-17,05-2014,26
6,2014-05-18,05-2014,23
6,2014-05-19,05-2014,100
6,2014-05-20,05-2014,78
6,2014-05-21,05-2014,86
6,2014-05-22,05-2014,32
6,2014-05-23,05-2014,54
6,2014-05-24,05-2014,19
6,2014-05-25,05-2014,22
6,2014-05-26,05-2014,112
6,2014-05-27,05-2014,170
6,2014-05-28,05-2014,168
6,2014-05-29,05-2014,122
6,2014-05-30,05-2014,219
6,2014-05-31,05-2014,110
6,2014-06-01,06-2014,107
6,2014-06-02,06-2014,27
6,2014-06-03,06-2014,51
6,2014-06-04,06-2014,71
6,2014-06-05,06-2014,39
6,2014-06-06,06-2014,50
6,2014-06-07,06-2014,23
6,2014-06-08,06-2014,24
6,2014-06-09,06-2014,110
6,2014-06-10,06-2014,38
6,2014-06-11,06-2014,64
6,2014-06-12,06-2014,77
6,2014-06-13,06-2014,45
6,2014-06-14,06-2014,46
6,2014-06-15,06-2014,28
6,2014-06-16,06-2014,72
6,2014-06-17,06-2014,51
6,2014-06-18,06-2014,53
6,2014-06-19,06-2014,89
6,2014-06-20,06-2014,76
6,2014-06-21,06-2014,19
6,2014-06-22,06-2014,39
6,2014-06-23,06-2014,72
6,2014-06-24,06-2014,62
6,2014-06-25,06-2014,60
6,2014-06-26,06-2014,68
6,2014-06-27,06-2014,51
6,2014-06-28,06-2014,45
6,2014-06-29,06-2014,29
6,2014-06-30,06-2014,86
6,2014-07-01,07-2014,50
6,2014-07-02,07-2014,39
6,2014-07-03,07-2014,39
6,2014-07-04,07-2014,27
6,2014-07-05,07-2014,32
6,2014-07-06,07-2014,32
6,2014-07-07,07-2014,79
6,2014-07-08,07-2014,65
6,2014-07-09,07-2014,72
6,2014-07-10,07-2014,76
6,2014-07-11,07-2014,71
6,2014-07-12,07-2014,29
6,2014-07-13,07-2014,29
6,2014-07-14,07-2014,78
6,2014-07-15,07-2014,83
6,2014-07-16,07-2014,95
6,2014-07-17,07-2014,100
6,2014-07-18,07-2014,34
6,2014-07-19,07-2014,20
6,2014-07-20,07-2014,76
6,2014-07-21,07-2014,116
6,2014-07-22,07-2014,54
6,2014-07-23,07-2014,86
6,2014-07-24,07-2014,107
6,2014-07-25,07-2014,96
6,2014-07-26,07-2014,79
6,2014-07-27,07-2014,29
6,2014-07-28,07-2014,66
6,2014-07-29,07-2014,85
6,2014-07-30,07-2014,128
6,2014-07-31,07-2014,82
6,2014-08-01,08-2014,43
6,2014-08-02,08-2014,36
6,2014-08-03,08-2014,23
6,2014-08-04,08-2014,67
6,2014-08-05,08-2014,82
6,2014-08-06,08-2014,56
6,2014-08-07,08-2014,80
6,2014-08-08,08-2014,38
6,2014-08-09,08-2014,23
6,2014-08-10,08-2014,18
6,2014-08-11,08-2014,87
6,2014-08-12,08-2014,57
6,2014-08-13,08-2014,71
6,2014-08-14,08-2014,155
6,2014-08-15,08-2014,64
6,2014-08-16,08-2014,53
6,2014-08-17,08-2014,22
6,2014-08-18,08-2014,67
6,2014-08-19,08-2014,103
6,2014-08-20,08-2014,66
6,2014-08-21,08-2014,138
6,2014-08-22,08-2014,72
6,2014-08-23,08-2014,32
6,2014-08-24,08-2014,33
6,2014-08-25,08-2014,123
6,2014-08-26,08-2014,125
6,2014-08-27,08-2014,112
6,2014-08-28,08-2014,85
6,2014-08-29,08-2014,56
6,2014-08-30,08-2014,115
6,2014-08-31,08-2014,67
6,2014-09-01,09-2014,34
6,2014-09-02,09-2014,129
6,2014-09-03,09-2014,128
6,2014-09-04,09-2014,61
6,2014-09-05,09-2014,88
6,2014-09-06,09-2014,66
6,2014-09-07,09-2014,32
6,2014-09-08,09-2014,87
6,2014-09-09,09-2014,73
6,2014-09-10,09-2014,112
6,2014-09-11,09-2014,58
6,2014-09-12,09-2014,101
6,2014-09-13,09-2014,63
6,2014-09-14,09-2014,60
6,2014-09-15,09-2014,108
6,2014-09-16,09-2014,77
6,2014-09-17,09-2014,118
6,2014-09-18,09-2014,105
6,2014-09-19,09-2014,124
6,2014-09-20,09-2014,38
6,2014-09-21,09-2014,13
6,2014-09-22,09-2014,18
6,2014-09-23,09-2014,36
6,2014-09-24,09-2014,33
6,2014-09-25,09-2014,37
6,2014-09-26,09-2014,49
6,2014-09-27,09-2014,37
6,2014-09-28,09-2014,26
6,2014-09-29,09-2014,86
6,2014-09-30,09-2014,102
6,2014-10-01,10-2014,65
6,2014-10-02,10-2014,92
6,2014-10-03,10-2014,98
6,2014-10-04,10-2014,26
6,2014-10-05,10-2014,43
6,2014-10-06,10-2014,65
6,2014-10-07,10-2014,61
6,2014-10-08,10-2014,71
6,2014-10-09,10-2014,66
6,2014-10-10,10-2014,73
6,2014-10-11,10-2014,16
6,2014-10-12,10-2014,33
6,2014-10-13,10-2014,54
6,2014-10-14,10-2014,70
6,2014-10-15,10-2014,60
6,2014-10-16,10-2014,73
6,2014-10-17,10-2014,142
6,2014-10-18,10-2014,83
6,2014-10-19,10-2014,103
6,2014-10-20,10-2014,84
6,2014-10-21,10-2014,70
